time;TraceabilityCode;TotalPressForceValue;time.value
2023-02-27 23:45:50.914 CET;1010223058224517;84,8;2023-02-27 23:45:55.842 CET
2023-02-27 23:45:59.003 CET;1010223058224525;84,4;2023-02-27 23:46:03.832 CET
2023-02-27 23:46:07.003 CET;1010223058224532;84,7;2023-02-27 23:46:11.832 CET
2023-02-27 23:46:15.062 CET;1010223058224540;84,6;2023-02-27 23:46:19.911 CET
2023-02-27 23:46:23.243 CET;1010223058224548;84,8;2023-02-27 23:46:28.072 CET
2023-02-27 23:46:31.342 CET;1010223058224555;84,6;2023-02-27 23:46:36.242 CET
2023-02-27 23:46:39.483 CET;1010223058224603;84,8;2023-02-27 23:46:44.322 CET
2023-02-27 23:46:55.673 CET;1010223058224619;84,7;2023-02-27 23:47:00.552 CET
2023-02-27 23:47:03.802 CET;1010223058224626;84,8;2023-02-27 23:47:08.631 CET
2023-02-27 23:47:11.951 CET;1010223058224634;84,6;2023-02-27 23:47:16.802 CET
2023-02-27 23:47:20.121 CET;1010223058224641;84,7;2023-02-27 23:47:24.950 CET
2023-02-27 23:47:28.151 CET;1010223058224649;84,4;2023-02-27 23:47:32.961 CET
2023-02-27 23:47:36.052 CET;1010223058224657;84,6;2023-02-27 23:47:40.961 CET
2023-02-27 23:47:44.082 CET;1010223058224704;85;2023-02-27 23:47:48.961 CET
2023-02-27 23:47:52.262 CET;1010223058224712;84,4;2023-02-27 23:47:57.121 CET
2023-02-27 23:48:00.282 CET;1010223058224720;84,9;2023-02-27 23:48:05.200 CET
2023-02-27 23:48:08.270 CET;1010223058224727;84,7;2023-02-27 23:48:13.131 CET
2023-02-27 23:48:16.280 CET;1010223058224735;84,8;2023-02-27 23:48:21.109 CET
2023-02-27 23:48:32.470 CET;1010223058224750;85;2023-02-27 23:48:37.279 CET
2023-02-27 23:48:40.470 CET;1010223058224758;84,8;2023-02-27 23:48:45.279 CET
2023-02-27 23:48:48.470 CET;1010223058224806;84,6;2023-02-27 23:48:53.269 CET
2023-02-27 23:48:56.460 CET;1010223058224814;84,5;2023-02-27 23:49:01.358 CET
2023-02-27 23:49:04.509 CET;1010223058224822;85;2023-02-27 23:49:09.358 CET
2023-02-27 23:49:20.720 CET;1010223058224838;84,4;2023-02-27 23:49:25.519 CET
2023-02-27 23:49:28.839 CET;1010223058224846;84,8;2023-02-27 23:49:33.687 CET
2023-02-27 23:49:36.937 CET;1010223058224854;84,7;2023-02-27 23:49:41.757 CET
2023-02-27 23:52:52.845 CET;1010223058224910;84,3;2023-02-27 23:53:01.664 CET
2023-02-27 23:53:04.825 CET;1010223058224918;84,1;2023-02-27 23:53:09.734 CET
2023-02-27 23:53:13.305 CET;1010223058224947;84,7;2023-02-27 23:53:18.174 CET
2023-02-27 23:53:21.446 CET;1010123058225249;84,6;2023-02-27 23:53:26.244 CET
2023-02-27 23:53:37.476 CET;1010123058225304;84,4;2023-02-27 23:53:42.325 CET
2023-02-27 23:53:53.536 CET;1010123058225319;84,2;2023-02-27 23:53:58.474 CET
2023-02-27 23:54:01.634 CET;1010123058225327;84,6;2023-02-27 23:54:06.483 CET
2023-02-27 23:54:09.654 CET;1010123058225334;84,4;2023-02-27 23:54:14.473 CET
2023-02-27 23:58:29.492 CET;1010123058225342;84,6;2023-02-27 23:58:34.421 CET
2023-02-28 00:00:09.339 CET;1010223058225417;84,4;2023-02-28 00:00:14.269 CET
2023-02-28 00:00:17.430 CET;1010223058225452;84,3;2023-02-28 00:00:22.339 CET
2023-02-28 00:00:25.470 CET;1010123058225820;84;2023-02-28 00:00:30.328 CET
2023-02-28 00:00:33.559 CET;1010123058225828;84,6;2023-02-28 00:00:38.410 CET
2023-02-28 00:00:41.549 CET;1010123058225835;84,4;2023-02-28 00:00:46.490 CET
2023-02-28 00:00:57.769 CET;1010123058230010;84,5;2023-02-28 00:01:02.658 CET
2023-02-28 00:01:13.888 CET;1010123058230029;84,3;2023-02-28 00:01:18.717 CET
2023-02-28 00:01:21.868 CET;1010123058230037;84,4;2023-02-28 00:01:26.808 CET
2023-02-28 00:01:29.989 CET;1010123058230045;84,2;2023-02-28 00:01:34.887 CET
2023-02-28 00:01:38.038 CET;1010123058230053;84,4;2023-02-28 00:01:42.877 CET
2023-02-28 00:01:46.167 CET;1010123058230101;84,7;2023-02-28 00:01:50.967 CET
2023-02-28 00:01:54.267 CET;1010123058230109;84,2;2023-02-28 00:01:59.107 CET
2023-02-28 00:02:02.346 CET;1010123058230117;84,5;2023-02-28 00:02:07.196 CET
2023-02-28 00:02:10.447 CET;1010123058230126;84,4;2023-02-28 00:02:15.276 CET
2023-02-28 00:02:18.536 CET;1010123058230134;84,1;2023-02-28 00:02:23.367 CET
2023-02-28 00:02:26.496 CET;1010123058230142;84,4;2023-02-28 00:02:31.365 CET
2023-02-28 00:02:42.736 CET;1010123058230158;84,6;2023-02-28 00:02:47.535 CET
2023-02-28 00:02:50.865 CET;1010123058230206;84,4;2023-02-28 00:02:55.684 CET
2023-02-28 00:02:58.895 CET;1010123058230214;84,5;2023-02-28 00:03:03.765 CET
2023-02-28 00:03:07.125 CET;1010123058230222;84,6;2023-02-28 00:03:11.926 CET
2023-02-28 00:03:23.075 CET;1010123058230238;84,3;2023-02-28 00:03:27.926 CET
2023-02-28 00:03:31.105 CET;1010123058230246;84,8;2023-02-28 00:03:35.924 CET
2023-02-28 00:03:39.045 CET;1010123058230255;84,6;2023-02-28 00:03:43.924 CET
2023-02-28 00:03:47.154 CET;1010123058230303;84,3;2023-02-28 00:03:51.993 CET
2023-02-28 00:03:55.244 CET;1010123058230311;84,6;2023-02-28 00:04:00.084 CET
2023-02-28 00:04:03.293 CET;1010123058230319;84,7;2023-02-28 00:04:08.092 CET
2023-02-28 00:04:11.354 CET;1010123058230327;84,6;2023-02-28 00:04:16.253 CET
2023-02-28 00:04:19.563 CET;1010123058230335;84,3;2023-02-28 00:04:24.493 CET
2023-02-28 00:04:27.703 CET;1010123058230343;84,5;2023-02-28 00:04:32.552 CET
2023-02-28 00:04:43.642 CET;1010123058230359;84,6;2023-02-28 00:04:48.471 CET
2023-02-28 00:04:51.713 CET;1010123058230407;84,7;2023-02-28 00:04:56.562 CET
2023-02-28 00:04:59.862 CET;1010123058230415;84,6;2023-02-28 00:05:04.642 CET
2023-02-28 00:05:07.903 CET;1010123058230423;84,4;2023-02-28 00:05:12.732 CET
2023-02-28 00:05:15.933 CET;1010123058230431;84,7;2023-02-28 00:05:20.812 CET
2023-02-28 00:05:23.983 CET;1010123058230440;84,6;2023-02-28 00:05:28.812 CET
2023-02-28 00:05:56.201 CET;1010123058230512;85;2023-02-28 00:06:01.131 CET
2023-02-28 00:06:04.240 CET;1010123058230520;84,8;2023-02-28 00:06:09.119 CET
2023-02-28 00:06:12.301 CET;1010123058230528;84,4;2023-02-28 00:06:17.131 CET
2023-02-28 00:06:20.411 CET;1010123058230536;84,7;2023-02-28 00:06:25.290 CET
2023-02-28 00:06:36.551 CET;1010123058230552;84,4;2023-02-28 00:06:41.450 CET
2023-02-28 00:06:44.611 CET;1010123058230600;84,5;2023-02-28 00:06:49.450 CET
2023-02-28 00:06:52.730 CET;1010123058230608;84,8;2023-02-28 00:06:57.529 CET
2023-02-28 00:07:00.780 CET;1010123058230617;84,6;2023-02-28 00:07:05.609 CET
2023-02-28 00:07:08.809 CET;1010123058230624;84,4;2023-02-28 00:07:13.688 CET
2023-02-28 00:07:16.950 CET;1010123058230633;84,8;2023-02-28 00:07:21.829 CET
2023-02-28 00:07:25.000 CET;1010123058230641;84,6;2023-02-28 00:07:29.938 CET
2023-02-28 00:07:33.099 CET;1010123058230649;84,7;2023-02-28 00:07:38.000 CET
2023-02-28 00:07:41.190 CET;1010123058230657;84,8;2023-02-28 00:07:46.009 CET
2023-02-28 00:07:49.170 CET;1010123058230705;84,6;2023-02-28 00:07:54.089 CET
2023-02-28 00:08:05.408 CET;1010123058230721;84,5;2023-02-28 00:08:10.259 CET
2023-02-28 00:08:13.408 CET;1010123058230729;84,6;2023-02-28 00:08:18.328 CET
2023-02-28 00:08:21.628 CET;1010123058230737;84,9;2023-02-28 00:08:26.497 CET
2023-02-28 00:08:29.668 CET;1010123058230745;84,6;2023-02-28 00:08:34.569 CET
2023-02-28 00:08:37.729 CET;1010123058230753;84,8;2023-02-28 00:08:42.568 CET
2023-02-28 00:08:45.819 CET;1010123058230801;84,6;2023-02-28 00:08:50.658 CET
2023-02-28 00:08:53.828 CET;1010123058230810;84,7;2023-02-28 00:08:58.737 CET
2023-02-28 00:09:01.917 CET;1010123058230818;84,6;2023-02-28 00:09:06.818 CET
2023-02-28 00:09:10.118 CET;1010123058230826;85,2;2023-02-28 00:09:14.967 CET
2023-02-28 00:09:18.088 CET;1010123058230834;84,8;2023-02-28 00:09:22.967 CET
2023-02-28 00:09:26.177 CET;1010123058230842;84,6;2023-02-28 00:09:31.038 CET
2023-02-28 00:09:42.346 CET;1010123058230858;84,7;2023-02-28 00:09:47.216 CET
2023-02-28 00:09:50.436 CET;1010123058230906;84,6;2023-02-28 00:09:55.286 CET
2023-02-28 00:09:58.457 CET;1010123058230914;84,7;2023-02-28 00:10:03.357 CET
2023-02-28 00:10:06.647 CET;1010123058230922;84,8;2023-02-28 00:10:11.516 CET
2023-02-28 00:10:14.717 CET;1010123058230930;84,7;2023-02-28 00:10:19.607 CET
2023-02-28 00:10:22.776 CET;1010123058230938;84,4;2023-02-28 00:10:27.617 CET
2023-02-28 00:10:30.826 CET;1010123058230947;84,8;2023-02-28 00:10:35.684 CET
2023-02-28 00:10:46.996 CET;1010123058231003;84,6;2023-02-28 00:10:51.855 CET
2023-02-28 00:10:55.125 CET;1010123058231011;84,9;2023-02-28 00:10:59.924 CET
2023-02-28 00:11:03.095 CET;1010123058231019;84,8;2023-02-28 00:11:08.005 CET
2023-02-28 00:11:11.345 CET;1010123058231027;85,1;2023-02-28 00:11:16.255 CET
2023-02-28 00:11:19.436 CET;1010123058231035;84,6;2023-02-28 00:11:24.325 CET
2023-02-28 00:11:27.605 CET;1010123058231043;84,8;2023-02-28 00:11:32.414 CET
2023-02-28 00:11:35.674 CET;1010123058231051;84,6;2023-02-28 00:11:40.575 CET
2023-02-28 00:11:43.724 CET;1010123058231059;84,4;2023-02-28 00:11:48.654 CET
2023-02-28 00:16:16.059 CET;1010123058231107;84,9;2023-02-28 00:16:20.990 CET
2023-02-28 00:16:24.769 CET;1010123058231115;84,7;2023-02-28 00:16:29.619 CET
2023-02-28 00:16:33.200 CET;1010123058231123;84,4;2023-02-28 00:16:38.019 CET
2023-02-28 00:16:41.500 CET;1010123058231132;84,5;2023-02-28 00:16:46.329 CET
2023-02-28 00:17:05.640 CET;1010123058231156;84,2;2023-02-28 00:17:10.489 CET
2023-02-28 00:17:13.740 CET;1010123058231204;84,3;2023-02-28 00:17:18.569 CET
2023-02-28 00:17:21.829 CET;1010123058231212;84,7;2023-02-28 00:17:26.660 CET
2023-02-28 00:17:29.789 CET;1010123058231643;84,4;2023-02-28 00:17:34.638 CET
2023-02-28 00:17:37.878 CET;1010123058231651;84,5;2023-02-28 00:17:42.729 CET
2023-02-28 00:17:45.898 CET;1010123058231659;84,4;2023-02-28 00:17:50.818 CET
2023-02-28 00:17:54.049 CET;1010123058231708;84,5;2023-02-28 00:17:58.907 CET
2023-02-28 00:18:10.118 CET;1010123058231724;84,4;2023-02-28 00:18:14.977 CET
2023-02-28 00:18:26.289 CET;1010123058231740;84,5;2023-02-28 00:18:31.128 CET
2023-02-28 00:18:34.358 CET;1010123058231748;84,6;2023-02-28 00:18:39.217 CET
2023-02-28 00:18:50.618 CET;1010123058231805;84,4;2023-02-28 00:18:55.528 CET
2023-02-28 00:19:31.088 CET;1010123058231845;84,5;2023-02-28 00:19:35.937 CET
2023-02-28 00:19:55.108 CET;1010123058231909;84,4;2023-02-28 00:20:00.017 CET
2023-02-28 00:20:03.236 CET;1010123058231917;84,8;2023-02-28 00:20:08.085 CET
2023-02-28 00:20:11.236 CET;1010123058231925;84,5;2023-02-28 00:20:16.107 CET
2023-02-28 00:20:19.167 CET;1010123058231934;84,2;2023-02-28 00:20:24.016 CET
2023-02-28 00:20:27.246 CET;1010123058231942;84,4;2023-02-28 00:20:32.096 CET
2023-02-28 00:20:35.316 CET;1010123058231950;84,5;2023-02-28 00:20:40.167 CET
2023-02-28 00:20:43.506 CET;1010123058231958;84,6;2023-02-28 00:20:48.335 CET
2023-02-28 00:21:07.665 CET;1010123058232022;84,8;2023-02-28 00:21:12.575 CET
2023-02-28 00:21:15.815 CET;1010123058232030;84,7;2023-02-28 00:21:20.655 CET
2023-02-28 00:21:23.825 CET;1010123058232038;84,6;2023-02-28 00:21:28.655 CET
2023-02-28 00:21:31.845 CET;1010123058232046;84,5;2023-02-28 00:21:36.654 CET
2023-02-28 00:21:39.875 CET;1010123058232054;84,6;2023-02-28 00:21:44.743 CET
2023-02-28 00:21:55.775 CET;1010123058232111;84,8;2023-02-28 00:22:00.644 CET
2023-02-28 00:22:03.914 CET;1010123058232118;84,5;2023-02-28 00:22:08.734 CET
2023-02-28 00:22:20.055 CET;1010123058232135;84,3;2023-02-28 00:22:24.894 CET
2023-02-28 00:22:28.065 CET;1010123058232143;84,5;2023-02-28 00:22:32.973 CET
2023-02-28 00:22:44.134 CET;1010123058232159;84,8;2023-02-28 00:22:48.993 CET
2023-02-28 00:23:08.213 CET;1010123058232223;84,7;2023-02-28 00:23:13.063 CET
2023-02-28 00:23:16.334 CET;1010123058232231;85;2023-02-28 00:23:21.223 CET
2023-02-28 00:23:24.354 CET;1010123058232239;84,6;2023-02-28 00:23:29.223 CET
2023-02-28 00:23:32.382 CET;1010123058232247;84,5;2023-02-28 00:23:37.223 CET
2023-02-28 00:23:47.612 CET;1010223058232317;85;2023-02-28 00:23:52.392 CET
2023-02-28 00:24:04.832 CET;1010223058232331;84,5;2023-02-28 00:24:09.701 CET
2023-02-28 00:24:13.111 CET;1010223058232339;85,2;2023-02-28 00:24:17.951 CET
2023-02-28 00:24:21.092 CET;1010223058232346;84,8;2023-02-28 00:24:26.022 CET
2023-02-28 00:24:37.371 CET;1010223058232401;85;2023-02-28 00:24:42.191 CET
2023-02-28 00:24:45.471 CET;1010223058232409;84,6;2023-02-28 00:24:50.252 CET
2023-02-28 00:24:53.502 CET;1010223058232416;84,8;2023-02-28 00:24:58.431 CET
2023-02-28 00:25:01.661 CET;1010223058232424;84,6;2023-02-28 00:25:06.500 CET
2023-02-28 00:25:09.700 CET;1010223058232431;84,8;2023-02-28 00:25:14.581 CET
2023-02-28 00:25:25.821 CET;1010223058232447;84,7;2023-02-28 00:25:30.740 CET
2023-02-28 00:25:33.871 CET;1010223058232454;84,8;2023-02-28 00:25:38.730 CET
2023-02-28 00:25:58.180 CET;1010223058232517;85;2023-02-28 00:26:03.059 CET
2023-02-28 00:26:14.361 CET;1010223058232532;84,6;2023-02-28 00:26:19.220 CET
2023-02-28 00:26:22.421 CET;1010223058232539;84,9;2023-02-28 00:26:27.311 CET
2023-02-28 00:26:30.421 CET;1010223058232547;85;2023-02-28 00:26:35.299 CET
2023-02-28 00:26:38.480 CET;1010223058232555;84,6;2023-02-28 00:26:43.390 CET
2023-02-28 00:26:46.670 CET;1010223058232602;84,8;2023-02-28 00:26:51.460 CET
2023-02-28 00:26:54.730 CET;1010223058232610;85;2023-02-28 00:26:59.630 CET
2023-02-28 00:27:02.859 CET;1010223058232619;84,8;2023-02-28 00:27:07.709 CET
2023-02-28 00:27:10.979 CET;1010223058232626;84,7;2023-02-28 00:27:15.789 CET
2023-02-28 00:27:18.888 CET;1010223058232634;84,8;2023-02-28 00:27:23.769 CET
2023-02-28 00:27:26.969 CET;1010223058232642;85;2023-02-28 00:27:31.779 CET
2023-02-28 00:27:34.948 CET;1010223058232650;84,8;2023-02-28 00:27:39.858 CET
2023-02-28 00:27:51.078 CET;1010223058232707;85;2023-02-28 00:27:55.947 CET
2023-02-28 00:27:59.098 CET;1010223058232715;84,7;2023-02-28 00:28:04.029 CET
2023-02-28 00:28:07.239 CET;1010223058232723;84,8;2023-02-28 00:28:12.098 CET
2023-02-28 00:28:15.378 CET;1010223058232731;85,1;2023-02-28 00:28:20.168 CET
2023-02-28 00:28:23.378 CET;1010223058232739;84,7;2023-02-28 00:28:28.269 CET
2023-02-28 00:28:39.608 CET;1010223058232755;84,8;2023-02-28 00:28:44.519 CET
2023-02-28 00:28:47.759 CET;1010223058232803;85;2023-02-28 00:28:52.657 CET
2023-02-28 00:29:03.957 CET;1010223058232819;84,8;2023-02-28 00:29:08.818 CET
2023-02-28 00:29:12.048 CET;1010223058232828;85;2023-02-28 00:29:16.907 CET
2023-02-28 00:29:36.328 CET;1010223058232852;84,8;2023-02-28 00:29:41.227 CET
2023-02-28 00:29:44.318 CET;1010223058232900;84,7;2023-02-28 00:29:49.148 CET
2023-02-28 00:29:52.308 CET;1010223058232908;84,8;2023-02-28 00:29:57.138 CET
2023-02-28 00:30:00.368 CET;1010223058232916;84,6;2023-02-28 00:30:05.236 CET
2023-02-28 00:30:08.467 CET;1010223058232924;85;2023-02-28 00:30:13.306 CET
2023-02-28 00:30:24.707 CET;1010223058232940;84,9;2023-02-28 00:30:29.627 CET
2023-02-28 00:30:32.836 CET;1010223058232948;84,8;2023-02-28 00:30:37.707 CET
2023-02-28 00:30:40.957 CET;1010223058232957;84,9;2023-02-28 00:30:45.776 CET
2023-02-28 00:30:48.996 CET;1010223058233005;85;2023-02-28 00:30:53.857 CET
2023-02-28 00:30:56.937 CET;1010223058233013;84,8;2023-02-28 00:31:01.786 CET
2023-02-28 00:31:05.016 CET;1010223058233021;85;2023-02-28 00:31:09.865 CET
2023-02-28 00:31:21.256 CET;1010223058233037;84,8;2023-02-28 00:31:26.117 CET
2023-02-28 00:31:29.266 CET;1010223058233045;85;2023-02-28 00:31:34.186 CET
2023-02-28 00:31:45.415 CET;1010223058233101;84,8;2023-02-28 00:31:50.276 CET
2023-02-28 00:31:53.516 CET;1010223058233109;84,7;2023-02-28 00:31:58.355 CET
2023-02-28 00:32:01.565 CET;1010223058233117;84,8;2023-02-28 00:32:06.436 CET
2023-02-28 00:32:09.686 CET;1010223058233125;84,7;2023-02-28 00:32:14.585 CET
2023-02-28 00:32:17.825 CET;1010223058233133;85;2023-02-28 00:32:22.674 CET
2023-02-28 00:32:25.936 CET;1010223058233142;84,9;2023-02-28 00:32:30.746 CET
2023-02-28 00:32:33.954 CET;1010223058233150;84,6;2023-02-28 00:32:38.825 CET
2023-02-28 00:32:41.994 CET;1010223058233158;84,9;2023-02-28 00:32:46.823 CET
2023-02-28 00:32:50.065 CET;1010223058233206;85,1;2023-02-28 00:32:54.904 CET
2023-02-28 00:33:06.255 CET;1010223058233222;85,2;2023-02-28 00:33:11.075 CET
2023-02-28 00:33:14.335 CET;1010223058233230;84,9;2023-02-28 00:33:19.144 CET
2023-02-28 00:33:22.384 CET;1010223058233238;85,2;2023-02-28 00:33:27.305 CET
2023-02-28 00:33:30.484 CET;1010223058233246;84,9;2023-02-28 00:33:35.384 CET
2023-02-28 00:33:38.555 CET;1010223058233254;85;2023-02-28 00:33:43.453 CET
2023-02-28 00:33:54.734 CET;1010223058233310;84,7;2023-02-28 00:33:59.555 CET
2023-02-28 00:34:02.753 CET;1010223058233318;85,1;2023-02-28 00:34:07.632 CET
2023-02-28 00:34:10.924 CET;1010223058233327;84,8;2023-02-28 00:34:15.802 CET
2023-02-28 00:34:19.013 CET;1010223058233335;85;2023-02-28 00:34:23.953 CET
2023-02-28 00:34:35.233 CET;1010223058233351;84,8;2023-02-28 00:34:40.022 CET
2023-02-28 00:34:43.243 CET;1010223058233359;85;2023-02-28 00:34:48.191 CET
2023-02-28 00:34:51.372 CET;1010223058233407;84,9;2023-02-28 00:34:56.183 CET
2023-02-28 00:34:59.433 CET;1010223058233415;85,1;2023-02-28 00:35:04.272 CET
2023-02-28 00:35:07.562 CET;1010223058233423;85;2023-02-28 00:35:12.431 CET
2023-02-28 00:35:15.711 CET;1010223058233431;85,2;2023-02-28 00:35:20.510 CET
2023-02-28 00:35:23.762 CET;1010223058233439;85,1;2023-02-28 00:35:28.592 CET
2023-02-28 00:35:31.661 CET;1010223058233447;84,8;2023-02-28 00:35:36.519 CET
2023-02-28 00:38:32.434 CET;1010223058233456;85,2;2023-02-28 00:38:40.374 CET
2023-02-28 00:38:43.515 CET;1010223058233504;84,2;2023-02-28 00:38:48.355 CET
2023-02-28 00:38:51.565 CET;1010223058233512;84,5;2023-02-28 00:38:56.444 CET
2023-02-28 00:39:15.644 CET;1010223058233536;84,8;2023-02-28 00:39:20.515 CET
2023-02-28 00:39:23.704 CET;1010223058233833;84,6;2023-02-28 00:39:28.585 CET
2023-02-28 00:39:31.714 CET;1010223058233841;84,8;2023-02-28 00:39:36.584 CET
2023-02-28 00:39:39.674 CET;1010223058233853;84,6;2023-02-28 00:39:44.513 CET
2023-02-28 00:39:55.723 CET;1010223058233910;84,4;2023-02-28 00:40:00.584 CET
2023-02-28 00:40:03.812 CET;1010223058233918;84,8;2023-02-28 00:40:08.671 CET
2023-02-28 00:40:11.802 CET;1010223058233926;84,5;2023-02-28 00:40:16.663 CET
2023-02-28 00:40:19.773 CET;1010223058233934;84,6;2023-02-28 00:40:24.592 CET
2023-02-28 00:40:35.763 CET;1010223058233951;84,8;2023-02-28 00:40:40.651 CET
2023-02-28 00:41:24.101 CET;1010223058234039;84,5;2023-02-28 00:41:28.901 CET
2023-02-28 00:41:32.092 CET;1010223058234047;85;2023-02-28 00:41:36.982 CET
2023-02-28 00:41:40.191 CET;1010223058234055;84,7;2023-02-28 00:41:44.992 CET
2023-02-28 00:41:48.282 CET;1010223058234103;85;2023-02-28 00:41:53.232 CET
2023-02-28 00:41:56.421 CET;1010223058234111;84,7;2023-02-28 00:42:01.322 CET
2023-02-28 00:42:04.490 CET;1010223058234119;84,4;2023-02-28 00:42:09.311 CET
2023-02-28 00:42:12.500 CET;1010223058234128;84,7;2023-02-28 00:42:17.391 CET
2023-02-28 00:42:20.591 CET;1010223058234136;84,4;2023-02-28 00:42:25.470 CET
2023-02-28 00:42:28.621 CET;1010223058234144;84,6;2023-02-28 00:42:33.470 CET
2023-02-28 00:42:36.630 CET;1010223058234152;85;2023-02-28 00:42:41.469 CET
2023-02-28 00:42:44.599 CET;1010223058234200;84,6;2023-02-28 00:42:49.380 CET
2023-02-28 00:43:00.720 CET;1010223058234216;84,4;2023-02-28 00:43:05.549 CET
2023-02-28 00:43:08.720 CET;1010223058234224;84,6;2023-02-28 00:43:13.619 CET
2023-02-28 00:43:16.779 CET;1010223058234232;84,9;2023-02-28 00:43:21.630 CET
2023-02-28 00:43:24.859 CET;1010223058234240;84,8;2023-02-28 00:43:29.710 CET
2023-02-28 00:43:32.898 CET;1010223058234248;85;2023-02-28 00:43:37.717 CET
2023-02-28 00:43:40.858 CET;1010223058234256;85,1;2023-02-28 00:43:45.788 CET
2023-02-28 00:43:48.989 CET;1010223058234305;84,8;2023-02-28 00:43:53.788 CET
2023-02-28 00:43:57.029 CET;1010223058234312;84,9;2023-02-28 00:44:01.878 CET
2023-02-28 00:44:13.259 CET;1010223058234321;85,2;2023-02-28 00:44:18.078 CET
2023-02-28 00:44:21.759 CET;1010223058234329;84,6;2023-02-28 00:44:26.598 CET
2023-02-28 00:44:30.118 CET;1010223058234337;84,7;2023-02-28 00:44:34.997 CET
2023-02-28 00:44:38.528 CET;1010223058234345;84,8;2023-02-28 00:44:43.397 CET
2023-02-28 00:44:46.598 CET;1010223058234353;84,6;2023-02-28 00:44:51.477 CET
2023-02-28 00:44:54.707 CET;1010223058234401;84,9;2023-02-28 00:44:59.558 CET
2023-02-28 00:45:02.697 CET;1010223058234409;84,8;2023-02-28 00:45:07.546 CET
2023-02-28 00:45:10.808 CET;1010223058234417;84,6;2023-02-28 00:45:15.638 CET
2023-02-28 00:45:18.727 CET;1010223058234425;84,8;2023-02-28 00:45:23.558 CET
2023-02-28 00:45:26.737 CET;1010223058234439;84,6;2023-02-28 00:45:31.546 CET
2023-02-28 00:45:34.687 CET;1010223058234448;85;2023-02-28 00:45:39.546 CET
2023-02-28 00:45:42.677 CET;1010223058234456;84,9;2023-02-28 00:45:47.546 CET
2023-02-28 00:45:50.726 CET;1010223058234505;84,8;2023-02-28 00:45:55.627 CET
2023-02-28 00:45:58.836 CET;1010223058234513;84,6;2023-02-28 00:46:03.634 CET
2023-02-28 00:46:06.766 CET;1010223058234521;85,2;2023-02-28 00:46:11.706 CET
2023-02-28 00:46:14.986 CET;1010223058234529;84,7;2023-02-28 00:46:19.875 CET
2023-02-28 00:46:31.036 CET;1010223058234546;85;2023-02-28 00:46:35.875 CET
2023-02-28 00:46:39.216 CET;1010223058234554;84,8;2023-02-28 00:46:44.026 CET
2023-02-28 00:46:47.286 CET;1010223058234602;84,9;2023-02-28 00:46:52.105 CET
2023-02-28 00:47:17.664 CET;1010223058234647;85;2023-02-28 00:47:22.575 CET
2023-02-28 01:15:02.250 CET;1010223059001242;5,6;2023-02-28 01:15:48.990 CET
2023-02-28 01:15:55.470 CET;1010123059001250;5,4;2023-02-28 01:16:00.499 CET
2023-02-28 01:21:57.868 CET;1010123059001329;5,3;2023-02-28 01:22:04.578 CET
2023-02-28 01:22:06.858 CET;1010123059001418;5,4;2023-02-28 01:22:11.948 CET
2023-02-28 01:22:19.388 CET;1010123059001439;5,2;2023-02-28 01:22:24.438 CET
2023-02-28 01:22:37.687 CET;1010123059001516;5,4;2023-02-28 01:22:42.667 CET
2023-02-28 01:22:45.398 CET;1010123059002144;5,3;2023-02-28 01:22:50.497 CET
2023-02-28 01:22:54.138 CET;1010123059002159;5,4;2023-02-28 01:22:59.227 CET
2023-02-28 01:23:02.618 CET;1010123059002216;5,3;2023-02-28 01:23:07.707 CET
2023-02-28 01:23:11.068 CET;1010123059002223;5,4;2023-02-28 01:23:16.098 CET
2023-02-28 01:23:19.517 CET;1010123059002230;5,3;2023-02-28 01:23:24.667 CET
2023-02-28 01:23:27.977 CET;1010123059002237;5,2;2023-02-28 01:23:33.078 CET
2023-02-28 01:23:53.157 CET;1010123059002302;5,5;2023-02-28 01:23:58.267 CET
2023-02-28 01:24:01.538 CET;1010123059002310;5,4;2023-02-28 01:24:06.667 CET
2023-02-28 01:24:26.836 CET;1010123059002335;5,2;2023-02-28 01:24:31.867 CET
2023-02-28 01:24:43.637 CET;1010123059002352;5,1;2023-02-28 01:24:48.677 CET
2023-02-28 01:24:51.937 CET;1010123059002401;5;2023-02-28 01:24:57.066 CET
2023-02-28 01:25:00.326 CET;1010123059002409;5,2;2023-02-28 01:25:05.467 CET
2023-02-28 01:25:33.957 CET;1010123059002443;5,4;2023-02-28 01:25:39.065 CET
2023-02-28 01:25:50.746 CET;1010123059002500;5,2;2023-02-28 01:25:55.865 CET
2023-02-28 01:25:59.176 CET;1010123059002508;5,4;2023-02-28 01:26:04.276 CET
2023-02-28 01:26:07.105 CET;1010123059002516;5,3;2023-02-28 01:26:12.196 CET
2023-02-28 01:26:15.966 CET;1010123059002525;5,2;2023-02-28 01:26:20.986 CET
2023-02-28 01:26:32.805 CET;1010123059002541;5,4;2023-02-28 01:26:37.865 CET
2023-02-28 01:26:40.825 CET;1010123059002550;5,2;2023-02-28 01:26:45.884 CET
2023-02-28 01:26:49.555 CET;1010123059002558;5,5;2023-02-28 01:26:54.674 CET
2023-02-28 01:26:57.466 CET;1010123059002607;5,1;2023-02-28 01:27:02.515 CET
2023-02-28 01:27:06.365 CET;1010123059002615;5,6;2023-02-28 01:27:11.464 CET
2023-02-28 01:27:14.494 CET;1010123059002623;5,4;2023-02-28 01:27:19.624 CET
