time;TraceabilityCode;PressForceValueFL;time.value
2023-01-04 12:27:31.480 CET;1010123004112659;28,8;2023-01-04 12:27:35.719 CET
2023-01-04 12:27:38.990 CET;1010123004112707;29,3;2023-01-04 12:27:43.247 CET
2023-01-04 12:27:53.249 CET;1010123004112721;28,8;2023-01-04 12:27:57.487 CET
2023-01-04 12:28:00.828 CET;1010123004112728;29,8;2023-01-04 12:28:04.999 CET
2023-01-04 12:28:07.698 CET;1010123004112735;29,3;2023-01-04 12:28:11.878 CET
2023-01-04 12:28:22.709 CET;1010123004112749;29,6;2023-01-04 12:28:26.917 CET
2023-01-04 12:28:29.559 CET;1010123004112757;29,3;2023-01-04 12:28:33.729 CET
2023-01-04 12:28:44.497 CET;1010123004112811;29,8;2023-01-04 12:28:48.677 CET
2023-01-04 12:28:51.388 CET;1010123004112819;29,3;2023-01-04 12:28:55.648 CET
2023-01-04 12:28:58.828 CET;1010123004112826;29;2023-01-04 12:29:03.078 CET
2023-01-04 12:29:05.648 CET;1010123004112833;29,3;2023-01-04 12:29:09.867 CET
2023-01-04 12:29:13.167 CET;1010123004112841;29,6;2023-01-04 12:29:17.398 CET
2023-01-04 12:29:19.957 CET;1010123004112848;28,8;2023-01-04 12:29:24.197 CET
2023-01-04 12:29:26.747 CET;1010123004112855;29,6;2023-01-04 12:29:31.007 CET
2023-01-04 12:29:33.608 CET;1010123004112903;29,3;2023-01-04 12:29:37.798 CET
2023-01-04 12:29:41.038 CET;1010123004112910;29;2023-01-04 12:29:45.246 CET
2023-01-04 12:29:48.578 CET;1010123004112917;29,3;2023-01-04 12:29:52.757 CET
2023-01-04 12:30:20.197 CET;1010223004112957;29,6;2023-01-04 12:30:24.476 CET
2023-01-04 12:30:27.586 CET;1010223004113005;29;2023-01-04 12:30:31.805 CET
2023-01-04 12:30:34.417 CET;1010223004113011;29,3;2023-01-04 12:30:38.605 CET
2023-01-04 12:30:55.016 CET;1010223004113032;29,8;2023-01-04 12:30:59.164 CET
2023-01-04 12:31:01.805 CET;1010223004113039;29,3;2023-01-04 12:31:06.125 CET
2023-01-04 12:31:08.635 CET;1010223004113046;30,1;2023-01-04 12:31:12.845 CET
2023-01-04 12:31:15.516 CET;1010223004113053;29,6;2023-01-04 12:31:19.795 CET
2023-01-04 12:31:22.375 CET;1010223004113059;29;2023-01-04 12:31:26.515 CET
2023-01-04 12:31:29.165 CET;1010223004113106;29,6;2023-01-04 12:31:33.405 CET
2023-01-04 12:31:36.155 CET;1010223004113113;29,8;2023-01-04 12:31:40.446 CET
2023-01-04 12:31:42.926 CET;1010223004113120;28,8;2023-01-04 12:31:47.155 CET
2023-01-04 12:31:49.775 CET;1010223004113127;29;2023-01-04 12:31:54.045 CET
2023-01-04 12:31:56.555 CET;1010223004113133;29,6;2023-01-04 12:32:00.755 CET
2023-01-04 12:32:03.325 CET;1010223004113140;29;2023-01-04 12:32:07.634 CET
2023-01-04 12:32:10.075 CET;1010223004113147;29,3;2023-01-04 12:32:14.365 CET
2023-01-04 12:32:16.875 CET;1010223004113154;29;2023-01-04 12:32:21.075 CET
2023-01-04 12:32:37.595 CET;1010223004113215;29,3;2023-01-04 12:32:41.884 CET
2023-01-04 12:33:05.535 CET;1010223004113242;29;2023-01-04 12:33:09.803 CET
2023-01-04 12:33:12.384 CET;1010223004113249;29,3;2023-01-04 12:33:16.604 CET
2023-01-04 12:33:19.845 CET;1010223004113256;29,6;2023-01-04 12:33:24.134 CET
2023-01-04 12:33:27.384 CET;1010223004113302;29,8;2023-01-04 12:33:31.553 CET
2023-01-04 12:33:34.184 CET;1010223004113309;29;2023-01-04 12:33:38.374 CET
2023-01-04 12:33:40.964 CET;1010223004113316;29,6;2023-01-04 12:33:45.163 CET
2023-01-04 12:33:48.444 CET;1010223004113323;29,3;2023-01-04 12:33:52.683 CET
2023-01-04 12:33:55.924 CET;1010223004113330;28,8;2023-01-04 12:34:00.132 CET
2023-01-04 12:34:02.733 CET;1010223004113337;29,3;2023-01-04 12:34:06.923 CET
2023-01-04 12:34:17.684 CET;1010223004113350;28,8;2023-01-04 12:34:21.973 CET
2023-01-04 12:34:24.594 CET;1010223004113357;29;2023-01-04 12:34:28.773 CET
2023-01-04 12:34:32.114 CET;1010223004113404;29,3;2023-01-04 12:34:36.364 CET
2023-01-04 12:34:39.594 CET;1010223004113411;28,8;2023-01-04 12:34:43.892 CET
2023-01-04 12:34:46.463 CET;1010223004113417;29,3;2023-01-04 12:34:50.683 CET
2023-01-04 12:35:07.542 CET;1010223004113438;29,6;2023-01-04 12:35:11.713 CET
2023-01-04 12:35:14.282 CET;1010223004113445;29;2023-01-04 12:35:18.443 CET
2023-01-04 12:35:36.062 CET;1010223004113506;29,3;2023-01-04 12:35:40.292 CET
2023-01-04 12:36:05.382 CET;1010223004113533;29,6;2023-01-04 12:36:09.651 CET
2023-01-04 12:36:12.891 CET;1010223004113540;28,8;2023-01-04 12:36:17.161 CET
2023-01-04 12:36:19.711 CET;1010223004113547;29;2023-01-04 12:36:23.960 CET
2023-01-04 12:36:27.082 CET;1010223004113554;29,3;2023-01-04 12:36:31.332 CET
2023-01-04 12:36:33.961 CET;1010223004113602;29;2023-01-04 12:36:38.210 CET
2023-01-04 12:36:48.180 CET;1010223004113616;29,3;2023-01-04 12:36:52.460 CET
2023-01-04 12:36:55.700 CET;1010223004113623;29;2023-01-04 12:36:59.970 CET
2023-01-04 12:37:03.161 CET;1010223004113631;29,3;2023-01-04 12:37:07.410 CET
2023-01-04 12:37:10.071 CET;1010223004113638;29,6;2023-01-04 12:37:14.290 CET
2023-01-04 12:37:17.530 CET;1010223004113645;29;2023-01-04 12:37:21.811 CET
2023-01-04 12:37:25.051 CET;1010223004113652;29,6;2023-01-04 12:37:29.250 CET
2023-01-04 12:37:31.891 CET;1010223004113659;29,8;2023-01-04 12:37:36.210 CET
2023-01-04 12:37:39.341 CET;1010223004113706;29,6;2023-01-04 12:37:43.640 CET
2023-01-04 12:37:53.730 CET;1010223004113721;29,3;2023-01-04 12:40:23.127 CET
2023-01-04 12:40:25.016 CET;1010223004113728;28,8;2023-01-04 12:40:29.236 CET
2023-01-04 12:40:31.986 CET;1010223004113736;29,3;2023-01-04 12:40:36.127 CET
2023-01-04 12:40:39.187 CET;1010223004113743;29,6;2023-01-04 12:40:43.387 CET
2023-01-04 12:40:45.996 CET;1010223004113750;28,8;2023-01-04 12:40:50.217 CET
2023-01-04 12:40:52.776 CET;1010223004113757;29,3;2023-01-04 12:40:57.076 CET
2023-01-04 12:40:59.617 CET;1010223004113805;29;2023-01-04 12:41:03.816 CET
2023-01-04 12:41:13.165 CET;1010223004114044;29,3;2023-01-04 12:41:17.394 CET
2023-01-04 12:41:27.726 CET;1010223004114058;29,8;2023-01-04 12:41:31.895 CET
2023-01-04 12:41:35.055 CET;1010223004114105;29;2023-01-04 12:41:56.276 CET
2023-01-04 12:42:05.095 CET;1010223004114119;29,3;2023-01-04 12:42:09.395 CET
2023-01-04 12:42:12.036 CET;1010223004114126;28,8;2023-01-04 12:42:16.213 CET
2023-01-04 12:42:18.785 CET;1010223004114134;29,6;2023-01-04 12:42:23.085 CET
2023-01-04 12:42:25.654 CET;1010223004114141;30,1;2023-01-04 12:42:29.894 CET
2023-01-04 12:42:32.404 CET;1010223004114148;29,3;2023-01-04 12:42:36.605 CET
2023-01-04 12:42:39.144 CET;1010223004114155;29,6;2023-01-04 12:42:43.335 CET
2023-01-04 12:42:45.924 CET;1010223004114216;29;2023-01-04 12:42:50.144 CET
2023-01-04 12:42:52.744 CET;1010223004114223;29,6;2023-01-04 12:42:56.924 CET
2023-01-04 12:42:59.494 CET;1010223004114230;29,3;2023-01-04 12:43:03.733 CET
2023-01-04 12:43:13.023 CET;1010223004114244;29,8;2023-01-04 12:43:17.263 CET
2023-01-04 12:43:26.664 CET;1010223004114258;29,6;2023-01-04 12:43:30.923 CET
2023-01-04 12:43:33.434 CET;1010223004114305;29,3;2023-01-04 12:43:37.653 CET
2023-01-04 12:43:40.233 CET;1010223004114312;29;2023-01-04 12:43:44.443 CET
2023-01-04 12:43:47.743 CET;1010223004114319;29,8;2023-01-04 12:43:51.901 CET
2023-01-04 12:43:54.473 CET;1010223004114326;29,3;2023-01-04 12:43:58.681 CET
2023-01-04 12:44:01.273 CET;1010223004114333;28,8;2023-01-04 12:44:05.483 CET
2023-01-04 12:44:08.023 CET;1010223004114340;29,6;2023-01-04 12:44:12.282 CET
2023-01-04 12:44:15.433 CET;1010223004114347;29,8;2023-01-04 12:44:19.663 CET
2023-01-04 12:44:22.322 CET;1010223004114354;29,3;2023-01-04 12:45:10.540 CET
2023-01-04 12:45:26.272 CET;1010223004114415;29;2023-01-04 12:45:30.542 CET
2023-01-04 12:45:33.022 CET;1010223004114422;29,6;2023-01-04 12:45:37.242 CET
2023-01-04 12:45:39.792 CET;1010223004114428;29;2023-01-04 12:45:43.970 CET
2023-01-04 12:45:53.381 CET;1010223004114443;29,3;2023-01-04 12:45:57.571 CET
2023-01-04 12:46:00.151 CET;1010223004114531;29,6;2023-01-04 12:46:04.371 CET
2023-01-04 12:46:06.950 CET;1010223004114538;28,8;2023-01-04 12:46:11.180 CET
2023-01-04 12:46:13.770 CET;1010223004114545;29,3;2023-01-04 12:46:18.061 CET
2023-01-04 12:46:20.530 CET;1010223004114552;29,6;2023-01-04 12:46:24.770 CET
2023-01-04 12:46:27.331 CET;1010223004114559;28,8;2023-01-04 12:46:31.480 CET
2023-01-04 12:46:34.111 CET;1010223004114606;29;2023-01-04 12:46:38.301 CET
2023-01-04 12:47:01.470 CET;1010223004114634;29,6;2023-01-04 12:47:05.740 CET
2023-01-04 12:47:08.230 CET;1010223004114641;29,3;2023-01-04 12:47:12.470 CET
2023-01-04 12:47:15.000 CET;1010223004114648;28,8;2023-01-04 12:47:19.259 CET
2023-01-04 12:47:22.450 CET;1010223004114655;29,6;2023-01-04 12:47:26.700 CET
2023-01-04 12:47:36.700 CET;1010223004114709;29;2023-01-04 12:47:41.019 CET
2023-01-04 12:47:51.180 CET;1010223004114723;29,6;2023-01-04 12:47:55.338 CET
2023-01-04 12:48:06.119 CET;1010223004114737;29,3;2023-01-04 12:48:10.299 CET
2023-01-04 12:48:12.898 CET;1010223004114744;29,6;2023-01-04 12:48:17.098 CET
2023-01-04 12:48:19.608 CET;1010223004114751;29,3;2023-01-04 12:48:23.898 CET
2023-01-04 12:48:27.049 CET;1010223004114758;29,6;2023-01-04 12:48:31.328 CET
2023-01-04 12:48:34.578 CET;1010223004114804;29,3;2023-01-04 12:48:38.848 CET
2023-01-04 12:48:41.448 CET;1010223004114811;29;2023-01-04 12:48:45.648 CET
2023-01-04 12:48:48.928 CET;1010223004114818;29,3;2023-01-04 12:48:53.178 CET
2023-01-04 12:49:03.898 CET;1010223004114832;29;2023-01-04 12:49:08.148 CET
2023-01-04 12:49:17.538 CET;1010223004114846;29,6;2023-01-04 12:49:21.737 CET
2023-01-04 12:49:31.118 CET;1010223004114900;29;2023-01-04 12:49:35.417 CET
2023-01-04 12:49:38.598 CET;1010223004114908;29,8;2023-01-04 12:49:42.778 CET
2023-01-04 12:49:46.128 CET;1010223004114915;29,3;2023-01-04 12:49:50.296 CET
2023-01-04 12:49:52.987 CET;1010223004114922;29;2023-01-04 12:49:57.177 CET
2023-01-04 12:50:00.427 CET;1010223004114930;29,6;2023-01-04 12:50:04.617 CET
2023-01-04 12:50:07.937 CET;1010223004114937;29,3;2023-01-04 12:50:12.217 CET
2023-01-04 12:50:14.808 CET;1010223004114944;29;2023-01-04 12:50:19.017 CET
2023-01-04 12:50:22.237 CET;1010223004114951;29,3;2023-01-04 12:50:26.457 CET
2023-01-04 12:50:29.757 CET;1010223004114958;29,6;2023-01-04 12:50:33.976 CET
2023-01-04 12:50:36.677 CET;1010223004115005;28,8;2023-01-04 12:50:40.858 CET
2023-01-04 12:50:44.086 CET;1010223004115012;29,6;2023-01-04 12:50:48.296 CET
2023-01-04 12:50:51.617 CET;1010223004115019;29;2023-01-04 12:50:55.805 CET
2023-01-04 12:51:05.957 CET;1010223004115034;28,8;2023-01-04 12:51:10.127 CET
2023-01-04 12:51:12.756 CET;1010223004115041;29,6;2023-01-04 12:51:17.016 CET
2023-01-04 12:51:20.286 CET;1010223004115049;29,3;2023-01-04 12:51:24.467 CET
2023-01-04 12:51:27.026 CET;1010223004115056;29;2023-01-04 12:51:31.326 CET
2023-01-04 12:51:34.496 CET;1010223004115103;29,6;2023-01-04 12:51:38.776 CET
2023-01-04 12:51:42.036 CET;1010223004115110;29,3;2023-01-04 12:51:46.226 CET
2023-01-04 12:51:56.375 CET;1010223004115124;29,6;2023-01-04 12:52:00.545 CET
2023-01-04 12:52:03.226 CET;1010223004115132;29,3;2023-01-04 12:52:07.505 CET
2023-01-04 12:52:32.605 CET;1010223004115200;29;2023-01-04 12:52:36.795 CET
2023-01-04 12:52:40.006 CET;1010223004115207;29,6;2023-01-04 12:52:44.234 CET
2023-01-04 12:52:47.545 CET;1010223004115215;29,3;2023-01-04 12:52:51.734 CET
2023-01-04 12:52:54.444 CET;1010223004115222;29;2023-01-04 12:52:58.704 CET
2023-01-04 12:53:01.184 CET;1010223004115229;29,6;2023-01-04 12:53:05.414 CET
2023-01-04 12:53:15.434 CET;1010223004115244;29;2023-01-04 12:53:19.743 CET
2023-01-04 12:53:22.934 CET;1010223004115252;29,6;2023-01-04 12:53:27.104 CET
2023-01-04 12:53:30.463 CET;1010223004115259;29,8;2023-01-04 12:53:34.694 CET
2023-01-04 12:53:37.323 CET;1010223004115306;28,8;2023-01-04 12:53:41.503 CET
2023-01-04 12:53:44.023 CET;1010223004115313;29,6;2023-01-04 12:53:48.292 CET
2023-01-04 12:53:58.424 CET;1010223004115328;29;2023-01-04 12:54:02.604 CET
2023-01-04 12:54:12.653 CET;1010223004115342;29,6;2023-01-04 12:55:09.822 CET
2023-01-04 12:55:11.983 CET;1010223004115349;28,8;2023-01-04 12:55:16.131 CET
2023-01-04 12:55:25.542 CET;1010223004115403;29,6;2023-01-04 12:55:29.822 CET
2023-01-04 12:55:32.391 CET;1010223004115410;29;2023-01-04 12:55:36.621 CET
2023-01-04 12:55:39.232 CET;1010223004115417;29,3;2023-01-04 12:55:43.440 CET
2023-01-04 12:55:46.111 CET;1010223004115425;29,8;2023-01-04 12:55:50.381 CET
2023-01-04 12:55:52.911 CET;1010223004115432;29,3;2023-01-04 12:55:57.111 CET
2023-01-04 12:55:59.671 CET;1010223004115530;29;2023-01-04 12:56:03.901 CET
2023-01-04 12:56:06.482 CET;1010223004115537;29,3;2023-01-04 12:56:10.782 CET
2023-01-04 12:56:20.641 CET;1010223004115551;29;2023-01-04 12:56:24.859 CET
2023-01-04 12:56:27.851 CET;1010223004115558;29,6;2023-01-04 12:56:32.059 CET
2023-01-04 12:56:35.351 CET;1010223004115605;29,3;2023-01-04 12:56:39.670 CET
2023-01-04 12:56:42.250 CET;1010223004115613;29;2023-01-04 12:56:46.448 CET
2023-01-04 12:56:49.569 CET;1010223004115620;28,8;2023-01-04 12:56:53.828 CET
2023-01-04 12:56:56.930 CET;1010223004115627;29,6;2023-01-04 12:57:01.180 CET
2023-01-04 12:57:03.960 CET;1010223004115634;29;2023-01-04 12:57:08.230 CET
2023-01-04 12:57:11.160 CET;1010223004115641;29,3;2023-01-04 12:57:15.338 CET
2023-01-04 12:57:18.279 CET;1010223004115648;29,6;2023-01-04 12:57:22.549 CET
2023-01-04 12:57:25.430 CET;1010223004115655;29;2023-01-04 12:57:29.668 CET
2023-01-04 12:57:39.299 CET;1010223004115710;29,3;2023-01-04 12:57:43.509 CET
2023-01-04 12:58:07.428 CET;1010223004115738;29,6;2023-01-04 12:58:11.658 CET
2023-01-04 12:58:14.588 CET;1010223004115745;29;2023-01-04 12:58:18.789 CET
2023-01-04 12:58:21.878 CET;1010223004115753;29,6;2023-01-04 12:58:26.069 CET
2023-01-04 12:58:28.739 CET;1010223004115800;29;2023-01-04 12:58:33.007 CET
2023-01-04 12:58:35.948 CET;1010223004115807;29,3;2023-01-04 12:58:40.148 CET
2023-01-04 12:58:42.668 CET;1010223004115814;29,6;2023-01-04 12:58:46.858 CET
2023-01-04 12:58:49.457 CET;1010223004115821;29,3;2023-01-04 12:58:53.756 CET
2023-01-04 12:58:56.278 CET;1010223004115828;29;2023-01-04 12:59:00.457 CET
2023-01-04 12:59:10.398 CET;1010223004115842;29,3;2023-01-04 12:59:14.697 CET
2023-01-04 12:59:17.288 CET;1010223004115849;29;2023-01-04 12:59:21.576 CET
2023-01-04 12:59:24.078 CET;1010223004115856;29,6;2023-01-04 12:59:28.306 CET
2023-01-04 12:59:31.517 CET;1010223004115903;29,8;2023-01-04 12:59:35.746 CET
2023-01-04 12:59:39.058 CET;1010223004115910;29;2023-01-04 12:59:43.266 CET
2023-01-04 12:59:46.546 CET;1010223004115917;29,3;2023-01-04 12:59:50.786 CET
2023-01-04 12:59:53.387 CET;1010223004115924;29,6;2023-01-04 12:59:57.665 CET
2023-01-04 13:00:00.197 CET;1010223004115931;28,8;2023-01-04 13:00:04.387 CET
2023-01-04 13:00:07.647 CET;1010223004115938;29,3;2023-01-04 13:00:11.825 CET
2023-01-04 13:00:14.506 CET;1010223004115945;29,6;2023-01-04 13:00:18.696 CET
2023-01-04 13:00:21.895 CET;1010223004115952;29,3;2023-01-04 13:00:26.144 CET
2023-01-04 13:00:29.415 CET;1010223004120000;29;2023-01-04 13:00:33.645 CET
2023-01-04 13:00:36.236 CET;1010223004120007;29,6;2023-01-04 13:00:40.546 CET
2023-01-04 13:00:43.736 CET;1010223004120014;29,3;2023-01-04 13:00:47.905 CET
2023-01-04 13:00:51.186 CET;1010223004120021;29;2023-01-04 13:00:55.436 CET
2023-01-04 13:00:58.706 CET;1010223004120028;29,3;2023-01-04 13:01:02.944 CET
2023-01-04 13:01:05.605 CET;1010223004120035;29;2023-01-04 13:01:09.825 CET
2023-01-04 13:01:12.325 CET;1010223004120042;29,6;2023-01-04 13:01:16.625 CET
2023-01-04 13:01:26.224 CET;1010223004120056;29,3;2023-01-04 13:01:30.543 CET
2023-01-04 13:02:07.184 CET;1010223004120130;29;2023-01-04 13:02:11.414 CET
2023-01-04 13:02:14.033 CET;1010123004120138;29,8;2023-01-04 13:02:18.233 CET
2023-01-04 13:02:20.834 CET;1010123004120144;29,3;2023-01-04 13:02:25.094 CET
2023-01-04 13:02:27.654 CET;1010123004120151;29;2023-01-04 13:02:31.823 CET
2023-01-04 13:02:34.424 CET;1010123004120158;29,6;2023-01-04 13:02:38.703 CET
2023-01-04 13:02:41.243 CET;1010123004120205;29,3;2023-01-04 13:02:45.513 CET
2023-01-04 13:02:55.703 CET;1010123004120225;29,6;2023-01-04 13:02:59.904 CET
2023-01-04 13:03:02.844 CET;1010123004120232;29;2023-01-04 13:03:07.023 CET
2023-01-04 13:03:09.783 CET;1010123004120239;29,3;2023-01-04 13:03:13.993 CET
2023-01-04 13:03:16.913 CET;1010123004120246;29,6;2023-01-04 13:03:21.183 CET
2023-01-04 13:03:31.302 CET;1010123004120301;29;2023-01-04 13:03:35.513 CET
2023-01-04 13:03:38.483 CET;1010123004120308;29,6;2023-01-04 13:03:42.703 CET
2023-01-04 13:03:45.381 CET;1010123004120315;28,8;2023-01-04 13:03:49.661 CET
2023-01-04 13:03:52.671 CET;1010123004120322;28,5;2023-01-04 13:03:56.940 CET
2023-01-04 13:04:00.022 CET;1010123004120329;29,3;2023-01-04 13:04:04.302 CET
2023-01-04 13:04:07.092 CET;1010123004120336;29,8;2023-01-04 13:04:11.341 CET
2023-01-04 13:04:14.292 CET;1010123004120343;29,3;2023-01-04 13:04:18.552 CET
2023-01-04 13:04:21.441 CET;1010123004120351;29,8;2023-01-04 13:04:25.661 CET
2023-01-04 13:04:28.661 CET;1010123004120358;29;2023-01-04 13:04:32.871 CET
2023-01-04 13:04:43.260 CET;1010123004120412;29,3;2023-01-04 13:04:47.430 CET
2023-01-04 13:04:50.361 CET;1010123004120419;29,6;2023-01-04 13:04:54.551 CET
2023-01-04 13:04:57.490 CET;1010123004120427;29;2023-01-04 13:05:01.671 CET
2023-01-04 13:05:04.519 CET;1010123004120434;29,3;2023-01-04 13:05:08.789 CET
2023-01-04 13:05:18.091 CET;1010123004120448;29;2023-01-04 13:05:22.381 CET
2023-01-04 13:05:24.881 CET;1010123004120455;29,3;2023-01-04 13:05:29.180 CET
2023-01-04 13:05:38.891 CET;1010123004120509;28,8;2023-01-04 13:05:43.108 CET
2023-01-04 13:05:45.660 CET;1010123004120516;29,3;2023-01-04 13:05:49.910 CET
2023-01-04 13:05:52.420 CET;1010123004120523;29,8;2023-01-04 13:05:56.709 CET
2023-01-04 13:05:59.319 CET;1010123004120530;28,8;2023-01-04 13:06:03.509 CET
2023-01-04 13:06:06.349 CET;1010123004120537;29,3;2023-01-04 13:06:10.549 CET
2023-01-04 13:06:13.119 CET;1010123004120544;29;2023-01-04 13:06:17.338 CET
2023-01-04 13:06:19.928 CET;1010123004120550;29,6;2023-01-04 13:06:24.138 CET
2023-01-04 13:06:26.658 CET;1010123004120557;29;2023-01-04 13:06:30.938 CET
2023-01-04 13:06:34.168 CET;1010123004120604;29,3;2023-01-04 13:06:38.388 CET
2023-01-04 13:06:57.489 CET;1010123004120618;28,8;2023-01-04 13:07:01.667 CET
2023-01-04 13:07:04.948 CET;1010123004120625;29,6;2023-01-04 13:07:09.178 CET
2023-01-04 13:07:19.378 CET;1010123004120639;28,8;2023-01-04 13:07:23.668 CET
2023-01-04 13:07:26.858 CET;1010123004120645;29,6;2023-01-04 13:07:31.029 CET
2023-01-04 13:07:41.219 CET;1010123004120708;29;2023-01-04 13:07:45.428 CET
2023-01-04 13:07:56.198 CET;1010123004120723;29,8;2023-01-04 13:08:00.388 CET
2023-01-04 13:08:03.078 CET;1010123004120731;29,3;2023-01-04 13:08:07.348 CET
2023-01-04 13:08:10.479 CET;1010123004120737;29,6;2023-01-04 13:08:14.717 CET
2023-01-04 13:08:18.017 CET;1010123004120745;28,8;2023-01-04 13:08:22.226 CET
2023-01-04 13:08:24.838 CET;1010123004120752;29;2023-01-04 13:08:29.096 CET
2023-01-04 13:08:32.227 CET;1010123004120759;29,6;2023-01-04 13:08:36.476 CET
2023-01-04 13:08:39.808 CET;1010123004120807;29,3;2023-01-04 13:08:44.078 CET
2023-01-04 13:08:46.667 CET;1010123004120814;29,6;2023-01-04 13:08:50.937 CET
2023-01-04 13:08:54.108 CET;1010123004120821;29,3;2023-01-04 13:08:58.398 CET
2023-01-04 13:09:01.648 CET;1010123004120828;29,6;2023-01-04 13:09:05.907 CET
2023-01-04 13:09:15.887 CET;1010123004120843;29,3;2023-01-04 13:09:20.056 CET
2023-01-04 13:09:23.407 CET;1010123004120850;29,6;2023-01-04 13:09:27.667 CET
2023-01-04 13:09:30.256 CET;1010123004120858;29;2023-01-04 13:09:34.457 CET
2023-01-04 13:10:28.246 CET;1010123004120920;29,6;2023-01-04 13:10:32.476 CET
2023-01-04 13:10:35.026 CET;1010123004120927;28,8;2023-01-04 13:10:39.187 CET
2023-01-04 13:10:41.736 CET;1010123004120934;29;2023-01-04 13:10:45.994 CET
2023-01-04 13:10:48.605 CET;1010123004120941;29,8;2023-01-04 13:10:52.855 CET
2023-01-04 13:10:55.355 CET;1010123004120948;28,8;2023-01-04 13:10:59.605 CET
2023-01-04 13:11:02.196 CET;1010123004120955;29,6;2023-01-04 13:11:06.394 CET
