index,accident_id,ST_CASE,VE_FORMS,Make,Model,BODY_TYP,MOD_YEAR,IMPACT1,DEFORMED,,M_HARM,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,DR_DRINK
3323,2014040529,40529,2,98,703,88,2009,12,6,,12,6,1,0,0,2,3,63,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,30,1,1,2,1,3,3,1,62,3,2,1,0
3324,2014040530,40530,3,20,2,4,2013,12,6,,12,6,1,0,0,3,0,63,184,0,0,0,0,0,0,0,0,0,4,89,0,0,0,2,3,55,1,1,2,1,3,3,1,50,99,1,1,0
3325,2014040530,40530,3,20,402,14,2002,6,6,,12,6,1,0,0,3,0,69,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,55,1,1,2,1,3,3,5,53,99,1,1,0
3326,2014040530,40530,3,37,402,14,2013,83,6,,12,6,1,0,0,3,3,69,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,55,1,1,2,1,3,3,11,62,1,1,1,0
3327,2014040531,40531,2,20,9,2,2012,12,9,,12,6,1,0,0,3,0,62,145,0,0,0,0,0,0,0,0,0,9,37,28,0,0,9,9,99,9,9,8,99,99,9,99,99,99,9,9,1
3328,2014040531,40531,2,13,1,4,1999,12,9,,12,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0,0,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,99,99,9,9,0
3329,2014040532,40532,1,37,32,2,2003,0,6,,1,6,1,0,0,3,0,70,154,0,2,0,2,1,2,2012,3,2013,4,0,0,0,0,1,2,25,3,1,2,1,0,0,14,13,99,1,4,0
3330,2014040533,40533,2,18,22,4,2010,3,6,,12,6,1,0,0,3,3,55,100,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,4,45,1,1,2,1,0,0,11,15,99,1,1,0
3331,2014040533,40533,2,69,40,2,2011,12,6,,12,1,1,0,0,2,0,74,195,0,3,0,5,0,1,2012,3,2014,0,0,0,0,0,2,4,45,1,1,2,1,0,0,1,62,1,1,1,0
3332,2014040534,40534,1,77,709,80,2012,99,9,,24,6,1,0,0,3,0,73,185,0,0,0,0,0,0,0,0,0,9,99,99,99,99,9,9,99,9,9,2,99,99,9,99,9,99,9,9,0
3333,2014040535,40535,2,12,481,31,2006,10,2,,8,6,1,0,0,3,0,65,160,0,0,0,0,0,0,0,0,0,0,91,0,0,0,5,5,55,2,1,2,1,0,0,14,80,1,1,1,0
3334,2014040535,40535,2,35,472,30,2012,12,0,,8,6,1,6,0,3,0,71,280,0,0,0,0,0,0,0,0,0,0,89,0,0,0,5,5,55,2,1,2,1,0,0,14,80,99,1,1,0
3335,2014040536,40536,2,73,706,80,2010,0,6,,12,6,1,0,0,3,0,71,185,0,0,0,0,0,0,0,0,0,3,84,0,0,0,2,3,45,1,1,8,1,0,0,1,6,98,7,3,0
3336,2014040536,40536,2,19,421,15,2010,83,2,,12,6,1,6,0,3,3,73,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,45,1,1,8,1,0,0,11,15,1,1,1,0
3337,2014040537,40537,2,51,884,66,2008,12,2,,12,6,1,6,0,3,3,66,160,0,0,0,0,0,0,0,0,0,4,99,99,99,99,2,2,75,1,1,2,1,0,0,1,51,1,1,1,0
3338,2014040537,40537,2,72,706,80,2014,6,6,,12,9,9,99,0,9,9,64,142,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,2,2,75,1,1,2,1,0,0,99,53,99,1,1,0
3339,2014040538,40538,4,18,2,4,1992,81,6,,12,6,1,0,0,3,3,67,126,0,0,0,0,0,0,0,0,0,0,48,0,0,0,8,8,25,1,1,8,1,3,3,11,15,99,1,1,0
3340,2014040538,40538,4,41,402,14,2002,12,6,,12,6,1,0,0,3,0,67,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,30,1,1,8,1,3,3,1,62,4,1,1,0
3341,2014040538,40538,4,59,31,4,2005,12,2,,12,6,1,0,0,3,0,66,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,35,1,1,8,1,3,3,5,67,1,1,1,0
3342,2014040538,40538,4,18,2,4,1998,98,8,,12,6,1,0,0,3,0,76,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,25,1,1,8,1,3,3,5,78,99,9,9,0
3343,2014040539,40539,1,20,22,2,2006,0,6,,1,0,0,0,0,0,0,61,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,65,1,1,2,1,0,0,1,13,99,9,4,0
3344,2014040540,40540,2,82,881,66,2007,62,6,,12,6,1,6,0,3,0,69,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,75,1,1,2,1,0,0,1,12,1,1,4,0
3345,2014040540,40540,2,12,37,4,2005,12,6,,12,6,1,0,0,3,0,66,185,0,1,0,0,1,10,2013,10,2013,0,0,0,0,0,3,2,75,1,1,2,1,0,0,1,64,99,1,3,0
3346,2014040541,40541,1,38,882,62,2014,1,6,,8,6,1,0,0,3,0,73,160,0,0,0,0,0,0,0,0,0,0,91,0,0,0,2,3,40,3,1,8,1,0,0,14,13,1,1,4,0
3347,2014040542,40542,2,72,706,80,2002,12,6,,12,6,1,0,0,3,0,70,195,0,7,2,1,0,1,2012,8,2013,4,26,0,0,0,1,2,45,1,1,8,1,0,0,1,51,99,1,1,1
3348,2014040542,40542,2,30,47,3,2007,6,6,,12,6,1,0,0,3,3,67,165,0,2,2,1,0,6,2012,5,2014,0,0,0,0,0,1,2,45,1,1,8,1,0,0,1,53,99,1,1,0
3349,2014040543,40543,1,76,706,80,2014,0,6,,1,6,1,0,0,3,0,72,176,0,0,0,0,1,9,2014,9,2014,5,0,0,0,0,2,8,25,1,1,8,1,0,0,1,6,4,9,3,1
3350,2014040544,40544,1,35,401,14,2012,12,4,,9,6,1,0,0,3,0,68,190,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,5,40,1,1,8,1,99,9,1,83,99,9,3,0
3351,2014040545,40545,1,37,31,4,2001,12,2,,8,6,1,0,0,3,0,68,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,40,1,1,8,1,0,0,1,80,2,1,1,0
3352,2014040546,40546,1,7,482,31,2005,12,2,,8,6,1,6,0,3,0,74,225,0,3,0,0,0,11,2013,12,2013,0,0,0,0,0,1,2,35,1,1,8,1,0,0,1,80,3,2,1,0
3353,2014040547,40547,2,55,39,4,2008,12,6,,12,6,1,0,0,3,0,73,235,0,0,0,0,0,0,0,0,0,0,39,0,0,0,8,8,45,1,3,8,1,20,3,1,17,99,1,1,0
3354,2014040547,40547,2,82,884,66,2007,4,4,,12,6,1,6,0,3,0,70,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,55,1,3,2,1,0,0,1,66,6,1,2,0
3355,2014040548,40548,2,20,461,21,2007,3,6,,12,6,1,0,0,3,0,67,999,0,0,0,1,0,10,2014,10,2014,0,38,0,0,0,2,3,40,1,1,8,1,3,3,11,15,99,1,1,1
3356,2014040548,40548,2,72,706,80,2013,12,6,,12,6,1,0,0,3,0,75,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40,1,1,8,1,3,3,1,62,99,9,3,1
3357,2014040549,40549,1,49,46,5,2007,12,6,,31,6,1,0,0,3,0,63,170,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,8,65,1,1,2,1,0,0,1,13,99,9,4,0
3358,2014040550,40550,1,72,706,80,2003,12,6,,42,6,1,6,0,3,0,66,180,0,2,0,0,0,7,2012,7,2012,0,0,0,0,0,1,2,35,3,3,2,1,0,0,14,13,99,1,4,1
3359,2014040551,40551,1,20,32,4,1999,12,2,,8,6,1,0,0,3,1,63,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,35,1,1,8,1,0,0,1,80,1,1,1,1
3360,2014040552,40552,3,19,3,4,2005,82,6,,12,6,1,0,0,3,0,68,140,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,5,45,1,1,8,1,3,3,11,15,11,1,1,0
3361,2014040552,40552,3,34,402,14,2013,12,6,,12,6,1,0,0,3,0,61,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,45,1,1,8,1,3,3,1,62,3,2,1,0
3362,2014040552,40552,3,20,443,20,2004,82,4,,12,6,1,0,0,3,0,74,235,0,0,0,0,0,0,0,0,0,0,89,0,0,0,2,6,45,1,1,8,1,3,3,1,62,3,2,1,0
3363,2014040553,40553,2,49,32,4,2014,12,6,,12,6,1,0,0,3,0,66,146,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,4,35,1,1,8,1,0,0,1,10,99,1,2,0
3364,2014040553,40553,2,2,405,14,2012,12,6,,12,6,1,0,0,3,3,69,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,35,1,1,8,1,0,0,1,62,99,1,1,0
3365,2014040554,40554,2,49,40,4,2003,12,6,,12,6,1,0,0,3,3,62,160,0,0,0,0,1,11,2013,11,2013,0,91,28,0,0,1,5,45,1,1,2,1,0,0,11,15,99,1,2,0
3366,2014040554,40554,2,55,36,5,2012,12,6,,12,6,1,0,0,3,0,69,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,45,1,1,2,1,0,0,1,62,99,1,1,0
3367,2014040556,40556,1,20,481,31,2008,12,6,,8,6,1,0,0,3,3,74,270,0,0,0,0,1,11,2011,11,2011,0,0,0,0,0,1,2,65,1,1,2,1,0,0,1,80,1,1,1,0
3368,2014040557,40557,1,6,51,4,2006,12,6,,8,6,1,0,0,3,0,66,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,75,1,1,2,1,0,0,1,80,1,1,1,0
3369,2014040558,40558,2,49,402,14,2003,82,6,,12,6,1,0,0,3,3,64,132,0,0,0,0,0,0,0,0,0,4,38,0,0,0,2,4,40,1,1,8,1,3,3,11,15,99,1,1,1
3370,2014040558,40558,2,6,43,1,2008,12,6,,12,6,1,0,0,3,0,68,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,40,1,6,8,1,3,3,1,62,99,1,1,1
3371,2014040559,40559,2,14,4,2,1994,62,6,,12,6,1,0,0,3,0,71,220,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,3,40,1,5,2,1,20,3,11,15,99,1,1,0
3372,2014040559,40559,2,7,402,14,2003,12,6,,12,6,1,0,0,3,3,76,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,45,1,6,2,1,0,0,1,67,3,2,1,0
3373,2014040560,40560,1,98,981,51,2005,12,2,,8,6,1,3,0,2,0,999,999,0,2,0,1,0,2,2012,12,2012,0,0,0,0,0,2,2,45,1,1,8,1,0,0,1,80,4,1,1,0
3374,2014040561,40561,1,23,481,31,1988,12,6,,8,6,1,0,0,3,3,63,130,0,0,0,0,1,2,2013,2,2013,0,0,0,0,0,5,5,55,1,1,2,1,0,0,1,80,4,9,1,0
3375,2014040562,40562,6,82,881,66,2007,12,6,,12,6,1,6,0,3,0,72,250,0,0,0,0,0,0,0,0,0,4,91,0,0,0,3,4,65,1,1,2,1,0,0,1,52,99,9,1,0
3376,2014040562,40562,6,42,401,14,2008,6,6,,12,6,1,0,0,3,0,72,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,65,1,1,2,1,0,0,99,53,99,9,1,0
3377,2014040562,40562,6,20,481,31,2013,6,6,,1,6,1,0,0,3,3,70,203,0,1,0,0,1,6,2014,6,2014,0,0,0,0,0,3,4,65,1,1,2,1,0,0,5,53,1,1,1,0
3378,2014040562,40562,6,55,35,4,2003,6,6,,12,6,1,0,0,3,0,67,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,65,1,1,2,1,0,0,2,53,1,1,1,0
3379,2014040562,40562,6,49,40,4,1997,6,4,,12,6,1,0,0,3,0,66,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,65,1,1,2,1,0,0,2,53,1,1,1,0
3380,2014040562,40562,6,20,422,15,2008,61,2,,54,6,1,0,0,3,3,70,180,0,0,0,0,0,0,0,0,0,0,89,0,0,0,3,4,65,1,1,2,1,0,0,1,98,1,1,1,0
3381,2014040563,40563,1,62,421,15,2009,12,4,,8,6,1,0,0,3,0,67,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40,1,1,2,1,0,0,1,80,1,1,1,0
3382,2014040564,40564,2,22,20,4,2005,6,2,,12,6,1,0,0,3,0,65,138,0,0,0,0,0,0,0,0,0,0,27,84,0,0,3,6,65,2,1,2,1,0,0,15,53,1,1,2,0
3383,2014040564,40564,2,72,706,80,2002,12,6,,12,6,1,0,0,3,3,70,160,0,1,0,0,0,4,2014,4,2014,0,89,0,0,0,3,5,65,2,1,2,1,0,0,14,51,3,2,1,0
3384,2014040565,40565,2,38,401,14,1995,12,6,,1,6,1,0,0,3,0,71,155,1,1,0,2,1,3,2012,11,2013,9,39,0,0,0,2,4,45,1,1,2,1,3,3,1,17,99,1,1,1
3385,2014040565,40565,2,12,13,2,2003,82,6,,12,6,1,0,0,3,3,71,250,0,0,0,1,1,1,2012,11,2014,0,0,0,0,0,2,4,45,1,1,2,1,3,3,1,66,99,1,1,0
3386,2014040566,40566,1,35,472,30,2012,12,2,,9,6,1,0,0,3,3,69,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,1,1,2,1,0,0,1,83,1,1,1,0
3387,2014040567,40567,1,20,4,2,2014,12,6,,1,9,9,99,0,9,9,72,249,99,99,99,99,99,99,9999,99,9999,0,39,0,0,0,6,1,65,3,1,2,1,20,3,14,9,99,1,4,0
3388,2014040568,40568,2,12,471,30,1998,3,6,,12,6,7,0,0,3,2,64,134,0,0,0,0,0,0,0,0,0,0,38,73,0,0,1,2,98,1,1,2,1,20,3,1,17,1,1,1,0
3389,2014040568,40568,2,72,706,80,2010,12,6,,12,6,1,0,0,2,0,69,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,65,1,1,2,1,0,0,1,66,99,1,1,0
3390,2014040569,40569,1,23,401,14,2004,0,6,,1,6,1,0,0,3,0,65,165,0,0,0,0,0,0,0,0,0,0,80,0,0,0,2,2,65,1,1,2,1,0,0,1,1,99,9,4,0
3391,2014040570,40570,1,20,481,31,2013,62,6,,24,6,1,3,0,3,0,72,180,0,0,0,1,0,1,2012,1,2012,9,99,99,99,99,3,2,45,8,5,8,1,0,0,1,9,99,9,4,0
3392,2014040571,40571,1,20,401,14,1999,0,6,,1,0,0,0,0,0,0,67,135,0,0,0,0,0,0,0,0,0,0,58,91,0,0,1,2,65,1,1,2,1,0,0,1,12,99,9,6,1
3393,2014040572,40572,1,7,24,4,2007,99,6,,21,6,1,0,0,3,0,67,167,0,0,0,0,0,0,0,0,0,9,99,99,99,99,1,2,98,1,1,8,1,0,0,1,9,99,9,4,1
3394,2014040573,40573,2,12,461,21,2003,12,6,,12,6,1,0,0,3,0,65,195,2,8,0,3,2,12,2012,7,2014,4,0,0,0,0,6,1,65,1,5,1,1,0,0,1,51,99,1,1,0
3395,2014040573,40573,2,87,881,66,2014,6,2,,12,6,1,6,0,3,3,66,157,0,0,0,2,0,6,2012,4,2013,0,0,0,0,0,6,1,65,1,5,1,1,0,0,2,53,1,1,1,0
3396,2014040574,40574,2,12,471,30,1999,12,6,,12,6,1,0,0,3,1,67,125,0,0,0,0,0,0,0,0,0,4,27,85,0,0,2,2,65,1,1,2,1,0,0,15,11,9,9,2,0
3397,2014040574,40574,2,98,998,92,2008,6,6,,12,6,1,0,0,3,0,72,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,1,1,2,1,0,0,1,60,99,1,1,0
3398,2014040575,40575,1,49,482,31,2008,12,4,,8,6,1,0,0,3,0,71,175,0,0,0,2,0,1,2012,9,2014,0,0,0,0,0,2,4,40,1,1,8,1,3,3,1,80,99,1,1,0
3399,2014040576,40576,1,55,35,4,2011,12,2,,8,6,1,0,0,3,3,63,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,1,1,2,2,0,0,1,80,8,1,3,0
3400,2014040577,40577,1,20,461,21,2006,82,6,,1,6,1,0,0,3,0,70,350,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,45,3,1,2,2,0,0,14,13,99,1,4,0
3401,2014040578,40578,1,52,46,4,2005,12,6,,30,6,1,0,0,3,0,67,140,0,0,0,0,0,0,0,0,0,0,99,99,99,99,5,3,40,1,1,2,1,0,0,1,13,99,1,4,1
3402,2014040579,40579,1,76,705,80,2009,99,6,,33,6,1,0,0,3,0,68,160,0,0,0,0,0,0,0,0,0,4,89,53,0,0,5,5,25,2,1,8,1,0,0,14,6,3,2,4,0
3403,2014040580,40580,1,12,401,14,1998,12,2,,8,6,1,0,0,3,0,66,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,45,1,1,8,1,0,0,1,80,99,1,1,0
3404,2014040581,40581,1,12,401,14,1997,0,6,,2,6,1,0,0,3,0,71,135,0,0,0,0,0,0,0,0,0,4,99,99,99,99,1,2,55,2,1,2,2,0,0,14,6,99,5,4,0
3405,2014040582,40582,1,12,17,4,2011,81,6,,1,6,1,0,0,3,3,60,120,0,0,0,0,0,0,0,0,0,4,87,0,0,0,1,2,65,2,6,2,6,40,3,14,6,1,9,4,0
3406,2014040583,40583,1,20,481,31,2002,12,6,,46,6,1,0,0,3,0,71,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,35,1,1,8,1,3,3,1,12,99,1,4,0
3407,2014040584,40584,1,49,472,30,2005,12,6,,8,6,1,0,0,3,0,74,152,0,0,0,0,1,11,2012,11,2012,0,0,0,0,0,1,8,40,1,1,8,1,0,0,1,80,1,1,1,1
3408,2014040585,40585,2,22,32,6,2004,62,4,,12,6,1,0,0,3,3,66,999,0,0,0,0,0,0,0,0,0,0,91,38,0,0,0,0,0,0,0,0,0,0,0,11,15,2,1,1,0
3409,2014040585,40585,2,76,706,80,2001,12,6,,12,6,1,0,0,3,3,73,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40,1,1,8,1,0,0,1,72,3,2,1,0
3410,2014040586,40586,1,99,999,99,9999,0,0,,5,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,98,99,9,9,0
3411,2014040587,40587,1,99,999,99,9999,99,9,,99,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,99,99,9,9,0
3412,2014040588,40588,1,98,998,95,2007,82,6,,42,6,1,0,0,3,0,60,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,35,3,1,2,1,0,0,14,13,99,1,4,0
3413,2014040589,40589,1,99,999,99,9999,99,9,,8,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,82,99,9,9,0
3414,2014040590,40590,1,99,709,80,9999,99,9,,99,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,99,99,9,9,0
3415,2014040591,40591,1,99,999,99,9999,0,9,,1,6,1,0,0,3,0,74,265,0,0,0,0,0,0,0,0,0,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,99,99,9,9,0
3416,2014040592,40592,1,99,999,99,9999,99,9,,99,6,1,0,0,3,0,75,180,0,1,0,0,1,8,2012,8,2012,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,99,99,9,9,0
3417,2014040593,40593,1,99,999,99,9999,99,9,,9,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,85,99,9,9,0
3418,2014040594,40594,1,99,999,99,9999,99,9,,8,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,2,99,99,99,99,9,9,99,9,9,8,99,99,9,99,80,99,9,9,0
3419,2014040595,40595,1,20,999,99,9999,0,9,,1,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,58,0,0,0,9,9,99,4,9,2,99,99,9,99,99,99,9,9,0
3420,2014040596,40596,2,20,2,4,2002,82,6,,12,0,0,0,0,0,0,62,220,0,0,0,0,0,0,0,0,0,0,91,38,0,0,5,5,35,1,1,2,1,0,0,11,15,1,1,1,0
3421,2014040596,40596,2,72,706,80,2002,12,6,,12,6,1,0,0,3,3,68,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,35,1,1,2,1,0,0,1,62,3,2,1,0
3422,2014040597,40597,1,99,999,99,9999,99,9,,99,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,99,99,9,9,0
3423,2014040598,40598,2,76,709,80,2002,12,6,,12,6,1,0,0,2,0,73,185,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,7,40,1,1,2,1,3,3,1,51,99,9,1,1
3424,2014040598,40598,2,20,37,4,2005,6,6,,12,6,1,0,0,3,3,72,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,40,1,1,2,1,3,3,3,53,1,1,1,0
3425,2014040599,40599,1,99,999,99,9999,99,9,,99,1,1,0,0,2,3,61,165,0,1,0,0,1,9,2012,11,2012,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,99,99,9,9,1
3426,2014040600,40600,3,98,884,61,1999,12,9,,12,6,1,0,0,3,0,73,265,0,0,0,0,0,0,0,0,0,0,89,39,0,0,3,3,40,1,1,2,1,3,3,1,17,99,1,1,0
3427,2014040600,40600,3,20,22,4,2007,61,6,,12,0,0,0,0,0,0,999,999,1,0,0,1,0,9,2012,10,2012,0,0,0,0,0,4,3,40,1,1,2,1,3,3,1,66,99,1,1,0
3428,2014040600,40600,3,67,35,2,2013,62,4,,12,6,1,0,0,3,3,70,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40,1,1,2,1,3,3,5,66,1,1,1,0
3429,2014040601,40601,2,35,472,30,2011,63,4,,12,6,1,0,0,3,3,72,210,0,0,0,0,0,0,0,0,0,0,38,91,0,0,0,0,0,0,0,0,0,0,0,11,15,7,1,3,0
3430,2014040601,40601,2,72,706,80,1986,0,6,,12,6,1,0,0,3,0,72,165,0,0,0,0,0,0,0,0,0,0,89,0,0,0,5,7,45,1,1,2,1,0,0,1,72,98,9,1,0
3431,2014040602,40602,2,12,443,20,2005,83,6,,12,0,0,0,0,0,0,999,999,99,99,99,99,99,99,9999,99,9999,0,38,0,0,0,1,6,45,1,1,8,1,3,3,11,15,99,1,1,0
3432,2014040602,40602,2,53,705,80,2000,12,6,,12,6,1,0,0,3,0,72,200,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,6,45,1,1,8,1,3,3,1,62,99,9,1,0
3433,2014040603,40603,2,63,33,4,2003,62,6,,12,0,0,0,0,0,0,71,134,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,2,35,1,1,2,1,20,3,11,15,99,1,1,0
3434,2014040603,40603,2,2,403,14,2006,12,6,,12,6,1,0,0,3,0,66,190,0,0,0,1,0,4,2013,4,2013,0,0,0,0,0,1,2,45,1,1,2,1,0,0,1,67,1,1,1,0
3435,2014040604,40604,1,12,481,31,2000,12,6,,19,6,7,0,0,9,3,68,999,0,19,0,0,1,12,2011,4,2014,0,0,0,0,0,1,5,35,1,1,8,1,0,0,1,12,99,1,4,1
3436,2014040605,40605,1,98,703,88,2009,0,4,,1,6,1,0,0,3,3,70,230,0,0,0,1,0,12,2013,12,2013,9,99,99,99,99,2,2,40,1,1,8,1,0,0,1,99,99,9,1,0
3437,2014040606,40606,3,12,17,6,1998,12,6,,12,1,1,0,0,2,0,71,195,1,1,0,0,1,8,2014,10,2014,0,28,0,0,0,2,3,35,1,2,2,1,0,0,1,10,99,1,2,0
3438,2014040606,40606,3,63,37,6,2014,12,6,,12,6,1,0,0,3,0,67,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,35,1,6,2,1,0,0,1,62,99,1,1,0
3439,2014040606,40606,3,72,706,80,2005,9,0,,54,6,1,0,0,3,3,74,200,0,0,0,0,0,0,0,0,0,0,89,0,0,0,2,3,35,1,6,2,1,0,0,1,98,1,1,1,0
3440,2014040607,40607,1,24,5,4,2001,61,6,,25,0,0,0,0,0,0,71,160,0,0,0,0,0,0,0,0,0,4,91,0,0,0,3,4,65,1,1,2,1,0,0,15,6,7,3,4,0
3441,2014040608,40608,2,22,18,4,2000,12,6,,12,6,1,0,0,3,3,63,185,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,2,55,1,1,2,1,0,0,1,10,99,1,2,0
3442,2014040608,40608,2,82,884,63,2002,12,6,,12,6,1,6,1,3,0,72,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,62,2,1,1,0
3443,2014040609,40609,1,12,3,2,2000,81,6,,1,6,1,0,0,3,0,68,200,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,45,1,1,2,1,0,0,1,6,6,4,4,1
3444,2014040610,40610,1,20,401,14,2004,12,6,,1,6,1,0,0,3,0,62,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,8,1,0,0,1,13,99,1,4,0
3445,2014040611,40611,3,2,404,14,2011,12,2,,12,6,1,0,0,3,0,71,180,0,0,0,0,0,0,0,0,0,0,91,39,0,0,2,5,45,1,1,8,1,3,3,1,17,4,2,1,0
3446,2014040611,40611,3,73,705,80,1999,82,6,,12,6,1,0,0,3,3,73,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,45,1,1,8,1,3,3,1,66,1,1,1,0
3447,2014040611,40611,3,35,401,14,2000,62,2,,12,6,1,0,0,3,3,65,165,0,1,0,1,0,11,2012,4,2013,0,0,0,0,0,2,5,45,1,1,8,1,3,3,5,66,1,1,1,0
3448,2014040612,40612,3,99,709,80,9999,99,9,,12,0,0,0,0,0,0,69,165,0,1,0,0,0,6,2014,6,2014,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,99,99,9,9,0
3449,2014040612,40612,3,99,999,99,9999,99,9,,12,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,99,99,9,9,0
3450,2014040612,40612,3,99,999,99,9999,99,9,,12,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,99,99,9,9,0
3451,2014040613,40613,1,99,999,99,9999,99,9,,99,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,9,9,99,9,9,8,99,99,9,99,99,99,9,9,0
3452,2014040614,40614,1,59,32,4,1997,12,6,,8,6,1,0,0,3,3,76,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,40,1,1,2,1,0,0,1,80,99,9,3,1
3453,2014040615,40615,2,52,37,3,2003,99,6,,12,1,1,0,0,2,0,71,200,0,9,0,2,2,8,2012,10,2014,4,0,0,0,0,1,7,40,1,1,8,1,3,3,1,17,3,2,1,1
