,time,TraceabilityCode,Defect
522,2022-11-25 17:55:28,1010122329165144,waves
523,2022-11-25 17:48:49,1010222329164620,meterial failure
524,2022-11-25 16:51:53,1010122329154822,meterial failure
525,2022-11-23 21:29:43,1010122327202825,meterial failure
526,2022-11-23 21:29:20,1010122327202745,meterial failure
527,2022-11-23 21:28:53,1010122327202611,meterial failure
528,2022-11-16 17:50:43,1010122320163927,deformation
529,2022-11-16 17:50:43,1010122320163927,deformation
530,2022-11-16 16:46:50,1010222320153804,deformation
531,2022-11-16 16:46:50,1010222320153804,deformation
532,2022-11-16 16:27:04,1010222320151419,marks/contamination
533,2022-11-16 16:27:04,1010222320151419,marks/contamination
534,2022-11-16 14:23:36,1010122320131007,Other
535,2022-11-16 14:23:36,1010122320131007,Other
536,2022-11-15 17:42:24,1010222319163727,marks/contamination
537,2022-11-15 17:42:14,1010222319163727,marks/contamination
538,2022-11-15 17:42:06,1010222319163717,marks/contamination
539,2022-11-15 17:41:58,1010222319163658,marks/contamination
540,2022-11-15 17:41:40,1010222319163649,marks/contamination
541,2022-11-15 17:41:31,1010222319163639,marks/contamination
542,2022-11-15 17:41:22,1010222319163630,marks/contamination
543,2022-11-15 17:41:14,1010222319163620,marks/contamination
544,2022-11-15 17:41:05,1010222319163529,marks/contamination
545,2022-11-15 17:40:55,1010222319163510,marks/contamination
546,2022-11-15 17:40:44,1010222319163510,marks/contamination
547,2022-11-15 17:40:15,1010222319163441,marks/contamination
548,2022-11-15 15:54:59,1010122319141031,Other
549,2022-11-14 16:21:43,1010222318151709,marks/contamination
550,2022-11-14 16:21:30,1010222318151700,marks/contamination
551,2022-11-14 16:21:18,1010222318151651,marks/contamination
552,2022-11-14 15:22:56,1010122318141922,marks
553,2022-11-14 15:11:43,1010122318135412,marks
554,2022-11-14 15:06:25,1010122318135259,Other
555,2022-11-14 15:04:29,1010122318135217,marks
556,2022-11-14 14:23:08,1010222318125021,Other
557,2022-11-14 14:22:31,1010222318125116,Other
558,2022-11-14 14:16:15,1010222318125014,Other
559,2022-11-14 12:11:58,1010222318110500,meterial failure
