time;RealUpperCushionPressure
2023-02-23 13:00:23.243 CET;2
2023-02-23 14:47:18.357 CET;2
2023-02-23 14:47:18.407 CET;2
2023-02-23 14:55:11.005 CET;2
2023-02-23 15:00:12.484 CET;2
2023-02-23 15:01:54.526 CET;2
2023-02-23 15:07:58.368 CET;2
2023-02-23 15:16:02.418 CET;2
2023-02-23 15:50:41.108 CET;1
2023-02-23 22:35:14.086 CET;3
2023-02-24 08:45:28.372 CET;2,5
2023-02-24 11:59:31.881 CET;5
2023-02-24 19:17:34.894 CET;4
2023-02-24 23:10:14.651 CET;2
2023-02-27 08:41:12.520 CET;2
2023-02-27 21:44:01.388 CET;1,5
2023-02-28 00:49:48.901 CET;2,5
2023-02-28 06:23:54.993 CET;2
2023-02-28 19:09:50.549 CET;2,5
